Shipment Number,Fulfillment Type,Shipment Created At,Shipment Status,Fulfiller Name,Accepted At,Product Title,EAN,Sku,Qty,MRP,Promotion Amt,Shipping Charge,Item Total,Payment Method Used,Tracking Code,Shipping Agent Code,Invoice Id,Acceptance TAT Date & Time
17540525245251097694J,RFC Shipment,2025-08-01 18:18:45 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,JIVO PREMIUM QUALITY DESI GHEE 1- KG NATURAL IN COLOR AND GREAT IN TASTE WITH THE GOODNESS OF VITAMIN - A,,JIVO PREMIUM QUALITY DESI GHEE 1- KG,0,1450.0,0.0,0.0,0.0,COD,,,,2025-08-02 12:18:45 +0530
17540530699261825776J,RFC Shipment,2025-08-01 18:27:50 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-02 11:40:41 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,2,1350.0,600.0,0.0,2100.0,Prepaid_Payments,SF1942777661JIM,Shadowfax,S06ENB5AKFA06485,2025-08-02 12:27:50 +0530
17540531450501792679J,RFC Shipment,2025-08-01 18:29:06 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:52:44 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1943002043JIM,Shadowfax,S06ENB5AKFA06541,2025-08-02 12:29:06 +0530
17540548653891892991J,RFC Shipment,2025-08-01 18:57:48 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 16:09:36 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1943223107JIM,Shadowfax,S06ENB5AKFA06549,2025-08-02 12:57:48 +0530
17540553355831297073J,RFC Shipment,2025-08-01 19:05:37 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 16:17:50 +0530,Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre,,Jivo Gold_5 Ltr,1,1049.0,199.0,0.0,850.0,Prepaid_Payments,115761161239012,Delhivery,S06ENB5AKFA06555,2025-08-02 13:05:37 +0530
17540558390291555926J,RFC Shipment,2025-08-01 19:13:59 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 16:10:41 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1943223867JIM,Shadowfax,S06ENB5AKFA06551,2025-08-02 13:13:59 +0530
17540563494551895655J,RFC Shipment,2025-08-01 19:22:29 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:20:43 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,COD,SF1942981707JIM,Shadowfax,S06ENB5AKFA06525,2025-08-02 13:22:29 +0530
17540564924421777842J,RFC Shipment,2025-08-01 19:24:52 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-02 13:51:50 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,2,1350.0,600.0,0.0,2100.0,COD,SF1942901488JIM,Shadowfax,S06ENB5AKFA06492,2025-08-02 13:24:52 +0530
17540566881011838482J,RFC Shipment,2025-08-01 19:28:08 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-02 13:28:08 +0530
17540575217911433342J,RFC Shipment,2025-08-01 19:42:02 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,COD,,,,2025-08-02 13:42:02 +0530
17540579035221204962J,RFC Shipment,2025-08-01 19:48:24 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 14:26:37 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,Prepaid_Payments,115761161227764,Delhivery,S06ENB5AKFA06500,2025-08-02 13:48:24 +0530
17540582095031040014J,RFC Shipment,2025-08-01 19:53:30 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 14:28:21 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161227985,Delhivery,S06ENB5AKFA06501,2025-08-02 13:53:30 +0530
17540588186021213324J,RFC Shipment,2025-08-01 20:03:39 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,0,1650.0,0.0,0.0,0.0,COD,,,,2025-08-02 14:03:39 +0530
17540596789691007538J,RFC Shipment,2025-08-01 20:17:59 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-02 14:23:45 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1942927467JIM,Shadowfax,S06ENB5AKFA06498,2025-08-02 14:17:59 +0530
17540605699941543730J,RFC Shipment,2025-08-01 20:32:50 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,0,1650.0,0.0,0.0,0.0,COD,,,,2025-08-02 14:32:50 +0530
17540606886991746029J,RFC Shipment,2025-08-01 20:34:49 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 14:22:42 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1942926721JIM,Shadowfax,S06ENB5AKFA06497,2025-08-02 14:34:49 +0530
17540608044741853565J,RFC Shipment,2025-08-01 20:36:45 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 14:55:09 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161230881,Delhivery,S06ENB5AKFA06506,2025-08-02 14:36:45 +0530
17540608190651574724J,RFC Shipment,2025-08-01 20:36:59 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 14:25:09 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,COD,SF1942928527JIM,Shadowfax,S06ENB5AKFA06499,2025-08-02 14:36:59 +0530
17540610223171935391J,RFC Shipment,2025-08-01 20:40:23 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 14:56:30 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161231076,Delhivery,S06ENB5AKFA06507,2025-08-02 14:40:23 +0530
17540621874721746223J,RFC Shipment,2025-08-01 20:59:48 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 12:50:16 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,COD,SF1942872798JIM,Shadowfax,S06ENB5AKFA06489,2025-08-02 14:59:48 +0530
17540626425431035582J,RFC Shipment,2025-08-01 21:07:23 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 14:14:26 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,Prepaid_Payments,SF1942920508JIM,Shadowfax,S06ENB5AKFA06493,2025-08-02 15:07:23 +0530
17540631374141759722J,RFC Shipment,2025-08-01 21:15:37 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,COD,,,,2025-08-02 15:15:37 +0530
17540635181031200741J,RFC Shipment,2025-08-01 21:21:58 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 12:05:28 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,Prepaid_Payments,SF1942824323JIM,Shadowfax,S06ENB5AKFA06487,2025-08-02 15:21:58 +0530
17540643950191452795J,RFC Shipment,2025-08-01 21:36:35 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-02 16:01:15 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1943216795JIM,Shadowfax,S06ENB5AKFA06543,2025-08-02 15:36:35 +0530
17540646977561745816J,RFC Shipment,2025-08-01 21:41:40 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 09:33:21 +0530,"Jivo Olive Oil Extra Light Daily Cooking 5 Litre (TIN) | Recommendable for Roasting, Frying, Baking All type of Cuisines| Low Saturated Fat, Low Saturated Fat",,Jivo Olive Oil Extra Light 5 Litre,1,6499.0,3900.0,0.0,2599.0,COD,SF1942422496JIM,Shadowfax,S06ENB5AKFA06482,2025-08-02 15:41:40 +0530
17540648326971865305J,RFC Shipment,2025-08-01 21:43:53 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:08:07 +0530,JIVO Soyabean Cooking Oil 5 Ltr (Pack of 1),,Jivo Soyabean Oil 5L,1,1100.0,251.0,0.0,849.0,COD,14591751720093,Xpressbees Express,S06ENB5AKFA06514,2025-08-02 15:43:53 +0530
17540652379211738733J,RFC Shipment,2025-08-01 21:50:39 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 12:39:22 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,COD,115761161213156,Delhivery,S06ENB5AKFA06488,2025-08-02 15:50:39 +0530
17540657305221998408J,RFC Shipment,2025-08-01 21:58:51 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 16:02:18 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,485.9,0.0,764.1,Prepaid_Payments,SF1943217319JIM,Shadowfax,S06ENB5AKFA06544,2025-08-02 15:58:51 +0530
17540668979341258270J,RFC Shipment,2025-08-01 22:18:18 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:47:48 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161235954,Delhivery,S06ENB5AKFA06539,2025-08-02 16:18:18 +0530
17540669380511265343J,RFC Shipment,2025-08-01 22:18:58 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:44:51 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1942997701JIM,Shadowfax,S06ENB5AKFA06538,2025-08-02 16:18:58 +0530
17540669775071887864J,RFC Shipment,2025-08-01 22:19:38 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:05:30 +0530,Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre,,Jivo Gold_5 Ltr,1,1049.0,199.0,0.0,850.0,Prepaid_Payments,SF1942959991JIM,Shadowfax,S06ENB5AKFA06512,2025-08-02 16:19:38 +0530
17540700981881027512J,RFC Shipment,2025-08-01 23:11:38 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:33:29 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1942990931JIM,Shadowfax,S06ENB5AKFA06530,2025-08-02 17:11:38 +0530
17540702450261376020J,RFC Shipment,2025-08-01 23:14:05 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:32:33 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1942990327JIM,Shadowfax,S06ENB5AKFA06529,2025-08-02 17:14:05 +0530
17540717974191035094J,RFC Shipment,2025-08-01 23:39:58 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:26:37 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1942986197JIM,Shadowfax,S06ENB5AKFA06527,2025-08-02 17:39:58 +0530
17540722272361966250J,RFC Shipment,2025-08-01 23:47:07 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-02 13:29:15 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,COD,SF1942888978JIM,Shadowfax,S06ENB5AKFA06490,2025-08-02 17:47:07 +0530
17540722353811964791J,RFC Shipment,2025-08-01 23:47:15 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-02 16:11:48 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,400.0,0.0,950.0,Prepaid_Payments,115761161238581,Delhivery,S06ENB5AKFA06552,2025-08-02 17:47:15 +0530
17540745624671369100J,RFC Shipment,2025-08-02 00:26:03 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:19:26 +0530,JIVO Soyabean Cooking Oil 5 Ltr (Pack of 1),,Jivo Soyabean Oil 5L,1,1100.0,251.0,0.0,849.0,COD,SF1942980606JIM,Shadowfax,S06ENB5AKFA06524,2025-08-02 18:26:03 +0530
17540774316491318428J,RFC Shipment,2025-08-02 01:13:52 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,COD,,,,2025-08-02 19:13:52 +0530
17540791692961786232J,RFC Shipment,2025-08-02 01:42:49 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 16:29:21 +0530,"Jivo Pomace Cooking Edible Olive Oil 5 Litre Tin | Recommendable for Roasting, Frying, Baking All type of Cuisines| Healthy Cooking Oil for Daily use (Pack of 1)",,Jivo Pomace Olive Oil 5 Litre Tin (Pack of 1),1,4999.0,2900.0,0.0,2099.0,COD,115761161242836,Delhivery,S06ENB5AKFA06557,2025-08-02 19:42:49 +0530
17540800026911325292J,RFC Shipment,2025-08-02 01:56:43 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:00:11 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1942955263JIM,Shadowfax,S06ENB5AKFA06509,2025-08-02 19:56:43 +0530
17540804219191522899J,RFC Shipment,2025-08-02 02:03:42 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-02 20:03:42 +0530
17540815325721903516J,RFC Shipment,2025-08-02 02:22:13 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:38:26 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,1,2800.0,1601.0,0.0,1199.0,Prepaid_Payments,115761161234801,Delhivery,S06ENB5AKFA06534,2025-08-02 20:22:13 +0530
17540825818911878449J,RFC Shipment,2025-08-02 02:39:42 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:01:27 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1942956377JIM,Shadowfax,S06ENB5AKFA06510,2025-08-02 20:39:42 +0530
17540909366121038290J,RFC Shipment,2025-08-02 04:58:57 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:13:01 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161232572,Delhivery,S06ENB5AKFA06518,2025-08-02 22:58:57 +0530
17540964908861848225J,RFC Shipment,2025-08-02 06:31:31 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:37:01 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,COD,115761161234720,Delhivery,S06ENB5AKFA06533,2025-08-03 00:31:31 +0530
17540987926751327302J,RFC Shipment,2025-08-02 07:09:53 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:02:38 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1942957479JIM,Shadowfax,S06ENB5AKFA06511,2025-08-03 01:09:53 +0530
17541021876911782797J,RFC Shipment,2025-08-02 08:06:28 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 11:30:35 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,2,2800.0,3202.0,0.0,2398.0,Prepaid_Payments,SF1942767496JIM,Shadowfax,S06ENB5AKFA06484,2025-08-02 11:06:28 +0530
17541027779751959150J,RFC Shipment,2025-08-02 08:16:18 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,"Jivo Olive Oil Extra Light Daily Cooking 5 Litre (TIN) | Recommendable for Roasting, Frying, Baking All type of Cuisines| Low Saturated Fat, Low Saturated Fat",,Jivo Olive Oil Extra Light 5 Litre,0,6499.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-02 11:16:18 +0530
17541039949621457809J,RFC Shipment,2025-08-02 08:36:36 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 17:11:07 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161246970,Delhivery,S06ENB5AKFA06567,2025-08-02 11:36:36 +0530
17541041052711907774J,RFC Shipment,2025-08-02 08:38:26 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 17:12:26 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161247084,Delhivery,S06ENB5AKFA06568,2025-08-02 11:38:26 +0530
17541048181021521331J,RFC Shipment,2025-08-02 08:50:18 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:24:33 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1942984702JIM,Shadowfax,S06ENB5AKFA06526,2025-08-02 11:50:18 +0530
17541058365191863276J,RFC Shipment,2025-08-02 09:07:17 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:06:57 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,1,2800.0,1601.0,0.0,1199.0,Prepaid_Payments,SF1942961165JIM,Shadowfax,S06ENB5AKFA06513,2025-08-02 12:07:17 +0530
17541058714631889817J,RFC Shipment,2025-08-02 09:07:52 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:13:23 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,1,2800.0,1601.0,0.0,1199.0,Prepaid_Payments,SF1942966103JIM,Shadowfax,S06ENB5AKFA06519,2025-08-02 12:07:52 +0530
17541058714631889817J,RFC Shipment,2025-08-02 09:07:52 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:13:23 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1942966103JIM,Shadowfax,S06ENB5AKFA06519,2025-08-02 12:07:52 +0530
17541070010571636786J,RFC Shipment,2025-08-02 09:26:41 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,0,1650.0,0.0,0.0,0.0,COD,,,,2025-08-02 12:26:41 +0530
17541072095751665644J,RFC Shipment,2025-08-02 09:30:10 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:34:43 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,COD,SF1942991723JIM,Shadowfax,S06ENB5AKFA06531,2025-08-02 12:30:10 +0530
17541083396031631643J,RFC Shipment,2025-08-02 09:49:01 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 16:32:39 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,COD,21194011411266,Delhivery,S06ENB5AKFA06558,2025-08-02 12:49:01 +0530
17541084084551413264J,RFC Shipment,2025-08-02 09:50:08 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:35:50 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161234602,Delhivery,S06ENB5AKFA06532,2025-08-02 12:50:08 +0530
17541104298741840310J,RFC Shipment,2025-08-02 10:23:50 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:16:56 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161232874,Delhivery,S06ENB5AKFA06522,2025-08-02 13:23:50 +0530
17541105957781330115J,RFC Shipment,2025-08-02 10:26:36 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:53:53 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1943002884JIM,Shadowfax,S06ENB5AKFA06542,2025-08-02 13:26:36 +0530
17541110089831912878J,RFC Shipment,2025-08-02 10:33:29 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 17:00:16 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,4,1250.0,1604.0,0.0,3396.0,Prepaid_Payments,21194011411384,Delhivery,S06ENB5AKFA06564,2025-08-02 13:33:29 +0530
17541112205391708009J,RFC Shipment,2025-08-02 10:37:03 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 14:57:58 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,485.9,0.0,764.1,COD,115761161231183,Delhivery,S06ENB5AKFA06508,2025-08-02 13:37:03 +0530
17541115957021002359J,RFC Shipment,2025-08-02 10:43:16 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 11:41:02 +0530,Jivo Extra Light Olive Oil 2 Ltr,,Extra Light Olive Oil 2 Ltr,1,1600.0,504.0,0.0,1096.0,COD,SF1942777864JIM,Shadowfax,S06ENB5AKFA06486,2025-08-02 13:43:16 +0530
17541118008151422630J,RFC Shipment,2025-08-02 10:46:41 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-02 16:13:10 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,485.9,0.0,764.1,COD,SF1943225420JIM,Shadowfax,S06ENB5AKFA06553,2025-08-02 13:46:41 +0530
17541127598121491907J,RFC Shipment,2025-08-02 11:02:40 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:14:12 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1942966772JIM,Shadowfax,S06ENB5AKFA06520,2025-08-02 14:02:40 +0530
17541130630121926157J,RFC Shipment,2025-08-02 11:07:43 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:15:34 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161232815,Delhivery,S06ENB5AKFA06521,2025-08-02 14:07:43 +0530
17541133043271445096J,RFC Shipment,2025-08-02 11:11:44 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:10:31 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1942964131JIM,Shadowfax,S06ENB5AKFA06516,2025-08-02 14:11:44 +0530
17541135572501106055J,RFC Shipment,2025-08-02 11:15:59 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 15:09:22 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1942963232JIM,Shadowfax,S06ENB5AKFA06515,2025-08-02 14:15:59 +0530
17541141873561493108J,RFC Shipment,2025-08-02 11:26:28 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-02 16:08:20 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,Prepaid_Payments,SF1943222178JIM,Shadowfax,S06ENB5AKFA06548,2025-08-02 14:26:28 +0530
17541142033391714512J,RFC Shipment,2025-08-02 11:26:44 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 16:02:38 +0530,"Sano Sunflower Oil 5 Ltr Pet Bottle - Pure, Nutrient-Rich Cooking Oil with High Smoke Point",,Sano_Sunflower_5L,1,1475.0,676.0,0.0,799.0,Prepaid_Payments,SF1943217532JIM,Shadowfax,S06ENB5AKFA06545,2025-08-02 14:26:44 +0530
17541145914861227508J,RFC Shipment,2025-08-02 11:33:14 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-02 14:51:09 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1942947243JIM,Shadowfax,S06ENB5AKFA06505,2025-08-02 14:33:14 +0530
